midpoint,sim_37_n_sig
25,1783
26,1833
27,1848
28,1866
29,1
30,18
31,482
32,682
33,880
34,1158
35,1295
36,1447
37,1495
38,1541
39,1583
40,1590
41,1633
42,1648
43,1679
44,1692
45,1700
46,1713
47,1731
48,1737
49,1746
50,1747
51,1761
52,1759
53,1752
54,1744
55,1725
56,1693
57,1675
58,1635
59,1616
60,1547
61,1483
62,1412
63,1301
64,1178
65,1023
66,884
67,708
68,634
69,388
70,280
71,1
72,0
73,0
74,0
