midpoint,sim_0_n_sig
25,1778
26,1824
27,1858
28,55
29,105
30,133
31,593
32,758
33,957
34,1081
35,1220
36,1319
37,1442
38,1492
39,1580
40,1613
41,1654
42,1678
43,1699
44,1712
45,1720
46,1734
47,1742
48,1759
49,1762
50,1764
51,1762
52,1763
53,1758
54,1756
55,1740
56,1724
57,1712
58,1668
59,1616
60,1579
61,1502
62,1414
63,1273
64,1140
65,1010
66,964
67,798
68,611
69,442
70,312
71,101
72,45
73,7
74,0
