midpoint,sim_5_n_sig
25,1764
26,2
27,111
28,184
29,330
30,407
31,550
32,655
33,791
34,1036
35,1176
36,1320
37,1402
38,1502
39,1526
40,1587
41,1610
42,1656
43,1680
44,1700
45,1730
46,1734
47,1742
48,1750
49,1766
50,1765
51,1764
52,1769
53,1762
54,1743
55,1727
56,1711
57,1678
58,1632
59,1602
60,1577
61,1512
62,1493
63,1450
64,1399
65,1309
66,1154
67,924
68,756
69,603
70,351
71,143
72,0
73,0
74,0
