midpoint,sim_36_n_sig
25,1713
26,1806
27,1847
28,1870
29,1896
30,1904
31,1
32,52
33,376
34,727
35,912
36,1149
37,1341
38,1472
39,1524
40,1577
41,1624
42,1673
43,1702
44,1723
45,1733
46,1748
47,1745
48,1757
49,1774
50,1787
51,1776
52,1777
53,1771
54,1767
55,1761
56,1745
57,1720
58,1693
59,1648
60,1602
61,1527
62,1432
63,1327
64,1157
65,1007
66,810
67,628
68,245
69,77
70,0
71,0
72,0
73,0
74,0
