midpoint,sim_72_n_sig
25,1740
26,1815
27,1846
28,1863
29,1
30,3
31,101
32,456
33,734
34,897
35,1070
36,1257
37,1360
38,1453
39,1497
40,1587
41,1637
42,1671
43,1703
44,1723
45,1744
46,1745
47,1745
48,1754
49,1763
50,1764
51,1762
52,1759
53,1770
54,1760
55,1751
56,1728
57,1701
58,1668
59,1646
60,1598
61,1548
62,1455
63,1317
64,1200
65,1055
66,939
67,773
68,606
69,92
70,0
71,0
72,0
73,0
74,0
