midpoint,sim_28_n_sig
25,1823
26,1837
27,1849
28,4
29,7
30,7
31,246
32,663
33,808
34,1126
35,1288
36,1389
37,1458
38,1512
39,1581
40,1626
41,1656
42,1677
43,1698
44,1701
45,1709
46,1721
47,1742
48,1751
49,1752
50,1752
51,1750
52,1757
53,1753
54,1748
55,1729
56,1709
57,1701
58,1669
59,1628
60,1597
61,1544
62,1506
63,1403
64,1327
65,1194
66,1121
67,959
68,840
69,736
70,394
71,300
72,217
73,156
74,3
