midpoint,sim_48_n_sig
25,13
26,29
27,62
28,59
29,155
30,221
31,267
32,669
33,677
34,932
35,1165
36,1279
37,1382
38,1423
39,1510
40,1573
41,1611
42,1628
43,1679
44,1700
45,1723
46,1728
47,1750
48,1769
49,1770
50,1768
51,1768
52,1774
53,1762
54,1763
55,1752
56,1733
57,1691
58,1652
59,1611
60,1561
61,1498
62,1408
63,1287
64,1184
65,1031
66,867
67,655
68,565
69,58
70,0
71,0
72,0
73,0
74,0
