midpoint,sim_27_n_sig
25,1780
26,1825
27,1850
28,1883
29,1901
30,1913
31,15
32,311
33,611
34,854
35,1144
36,1309
37,1404
38,1495
39,1561
40,1609
41,1646
42,1690
43,1717
44,1741
45,1751
46,1759
47,1774
48,1772
49,1786
50,1783
51,1779
52,1772
53,1769
54,1764
55,1740
56,1725
57,1709
58,1684
59,1617
60,1594
61,1543
62,1446
63,1339
64,1139
65,1029
66,768
67,770
68,736
69,476
70,252
71,219
72,183
73,113
74,22
