midpoint,sim_86_n_sig
25,1790
26,1829
27,1860
28,1892
29,1
30,1
31,3
32,264
33,779
34,994
35,1212
36,1321
37,1409
38,1505
39,1554
40,1601
41,1654
42,1694
43,1716
44,1717
45,1727
46,1742
47,1767
48,1767
49,1788
50,1788
51,1793
52,1779
53,1774
54,1775
55,1757
56,1747
57,1713
58,1691
59,1655
60,1603
61,1521
62,1460
63,1377
64,1284
65,1226
66,1121
67,1036
68,805
69,562
70,484
71,6
72,2
73,0
74,0
