midpoint,sim_21_n_sig
25,1741
26,1830
27,1878
28,4
29,125
30,507
31,665
32,741
33,932
34,1044
35,1131
36,1285
37,1393
38,1471
39,1543
40,1604
41,1639
42,1695
43,1724
44,1749
45,1777
46,1788
47,1795
48,1805
49,1808
50,1816
51,1817
52,1810
53,1801
54,1785
55,1775
56,1755
57,1724
58,1682
59,1647
60,1582
61,1497
62,1412
63,1333
64,1259
65,1093
66,833
67,638
68,476
69,230
70,163
71,16
72,11
73,0
74,0
