midpoint,sim_63_n_sig
25,0
26,0
27,3
28,184
29,307
30,466
31,553
32,660
33,890
34,1074
35,1150
36,1251
37,1364
38,1419
39,1512
40,1551
41,1620
42,1669
43,1689
44,1701
45,1723
46,1744
47,1747
48,1756
49,1763
50,1775
51,1771
52,1763
53,1744
54,1735
55,1714
56,1693
57,1672
58,1655
59,1611
60,1580
61,1555
62,1467
63,1398
64,1231
65,1168
66,1058
67,763
68,458
69,224
70,0
71,0
72,0
73,0
74,0
