midpoint,sim_52_n_sig
25,1722
26,1814
27,1880
28,1906
29,1918
30,3
31,234
32,549
33,636
34,827
35,985
36,1223
37,1386
38,1502
39,1568
40,1625
41,1655
42,1688
43,1724
44,1751
45,1765
46,1781
47,1762
48,1778
49,1781
50,1771
51,1780
52,1774
53,1760
54,1754
55,1729
56,1715
57,1701
58,1651
59,1613
60,1585
61,1519
62,1503
63,1438
64,1341
65,1265
66,1134
67,1026
68,884
69,610
70,257
71,184
72,0
73,0
74,0
