midpoint,sim_15_n_sig
25,1757
26,1800
27,1855
28,1871
29,1893
30,7
31,192
32,558
33,892
34,1086
35,1170
36,1303
37,1396
38,1504
39,1570
40,1614
41,1651
42,1680
43,1705
44,1728
45,1747
46,1761
47,1765
48,1790
49,1798
50,1793
51,1780
52,1763
53,1763
54,1752
55,1749
56,1732
57,1709
58,1665
59,1628
60,1599
61,1537
62,1465
63,1407
64,1277
65,1082
66,826
67,549
68,341
69,141
70,5
71,7
72,4
73,0
74,0
