midpoint,sim_18_n_sig
25,1817
26,1856
27,0
28,105
29,123
30,207
31,545
32,793
33,948
34,1115
35,1266
36,1417
37,1463
38,1509
39,1577
40,1621
41,1656
42,1677
43,1709
44,1729
45,1745
46,1749
47,1759
48,1747
49,1759
50,1761
51,1763
52,1745
53,1743
54,1731
55,1729
56,1717
57,1690
58,1658
59,1628
60,1593
61,1533
62,1456
63,1377
64,1268
65,1064
66,995
67,774
68,669
69,284
70,233
71,23
72,12
73,8
74,5
