midpoint,sim_29_n_sig
25,0
26,8
27,21
28,62
29,89
30,409
31,529
32,660
33,859
34,1105
35,1204
36,1379
37,1464
38,1514
39,1573
40,1591
41,1648
42,1695
43,1727
44,1743
45,1761
46,1759
47,1778
48,1771
49,1793
50,1790
51,1793
52,1783
53,1772
54,1774
55,1754
56,1726
57,1695
58,1674
59,1637
60,1600
61,1540
62,1456
63,1383
64,1284
65,1086
66,718
67,398
68,35
69,0
70,0
71,0
72,0
73,0
74,0
