midpoint,sim_32_n_sig
25,1835
26,1835
27,1859
28,16
29,214
30,316
31,553
32,749
33,996
34,1181
35,1363
36,1416
37,1507
38,1529
39,1575
40,1630
41,1661
42,1695
43,1718
44,1745
45,1769
46,1783
47,1798
48,1797
49,1807
50,1797
51,1791
52,1788
53,1771
54,1759
55,1746
56,1725
57,1714
58,1679
59,1621
60,1563
61,1522
62,1461
63,1391
64,1244
65,1136
66,887
67,357
68,164
69,112
70,71
71,1
72,0
73,0
74,0
