midpoint,sim_9_n_sig
25,1773
26,1812
27,1861
28,1895
29,0
30,0
31,198
32,484
33,797
34,898
35,1134
36,1247
37,1376
38,1461
39,1556
40,1634
41,1671
42,1709
43,1731
44,1755
45,1767
46,1779
47,1787
48,1790
49,1785
50,1783
51,1777
52,1785
53,1785
54,1767
55,1752
56,1743
57,1723
58,1712
59,1684
60,1652
61,1579
62,1528
63,1460
64,1323
65,1135
66,1014
67,1019
68,817
69,590
70,198
71,136
72,99
73,62
74,32
