midpoint,sim_24_n_sig
25,12
26,21
27,36
28,111
29,154
30,236
31,299
32,583
33,658
34,997
35,1196
36,1305
37,1385
38,1492
39,1570
40,1606
41,1671
42,1697
43,1717
44,1732
45,1751
46,1760
47,1766
48,1774
49,1774
50,1787
51,1773
52,1778
53,1766
54,1766
55,1753
56,1738
57,1726
58,1682
59,1635
60,1607
61,1564
62,1494
63,1444
64,1355
65,1241
66,1146
67,1038
68,863
69,747
70,503
71,410
72,337
73,285
74,188
