midpoint,sim_45_n_sig
25,1822
26,1837
27,1852
28,1883
29,0
30,299
31,706
32,842
33,1120
34,1222
35,1336
36,1396
37,1437
38,1506
39,1570
40,1607
41,1635
42,1689
43,1706
44,1721
45,1742
46,1743
47,1750
48,1763
49,1776
50,1774
51,1784
52,1782
53,1768
54,1766
55,1745
56,1740
57,1736
58,1725
59,1686
60,1645
61,1579
62,1529
63,1394
64,1227
65,1083
66,855
67,371
68,25
69,19
70,9
71,2
72,3
73,0
74,0
