midpoint,sim_40_n_sig
25,1778
26,1832
27,0
28,83
29,277
30,408
31,678
32,906
33,1021
34,1134
35,1250
36,1339
37,1383
38,1473
39,1543
40,1584
41,1645
42,1682
43,1725
44,1731
45,1752
46,1761
47,1768
48,1769
49,1775
50,1777
51,1768
52,1766
53,1754
54,1748
55,1739
56,1718
57,1709
58,1677
59,1647
60,1589
61,1512
62,1448
63,1370
64,1290
65,1188
66,971
67,873
68,741
69,551
70,357
71,75
72,1
73,0
74,0
