midpoint,sim_80_n_sig
25,1758
26,1811
27,1837
28,1855
29,23
30,257
31,473
32,707
33,805
34,1021
35,1208
36,1317
37,1399
38,1457
39,1501
40,1553
41,1613
42,1631
43,1661
44,1686
45,1716
46,1730
47,1750
48,1742
49,1751
50,1756
51,1750
52,1751
53,1754
54,1738
55,1725
56,1702
57,1677
58,1652
59,1615
60,1599
61,1546
62,1488
63,1445
64,1384
65,1236
66,1023
67,772
68,534
69,294
70,63
71,0
72,0
73,0
74,0
