midpoint,sim_54_n_sig
25,1800
26,1823
27,1865
28,66
29,124
30,198
31,397
32,571
33,783
34,1036
35,1197
36,1324
37,1411
38,1462
39,1533
40,1583
41,1635
42,1680
43,1701
44,1740
45,1759
46,1781
47,1787
48,1788
49,1793
50,1795
51,1802
52,1787
53,1782
54,1774
55,1746
56,1729
57,1693
58,1641
59,1590
60,1528
61,1429
62,1197
63,1007
64,669
65,460
66,110
67,84
68,53
69,35
70,36
71,0
72,0
73,0
74,0
