midpoint,sim_50_n_sig
25,1751
26,1807
27,1831
28,1858
29,1875
30,41
31,198
32,379
33,784
34,967
35,1188
36,1307
37,1407
38,1484
39,1547
40,1587
41,1630
42,1653
43,1673
44,1686
45,1708
46,1727
47,1732
48,1747
49,1754
50,1748
51,1744
52,1740
53,1735
54,1720
55,1700
56,1689
57,1680
58,1664
59,1617
60,1561
61,1482
62,1410
63,1330
64,1243
65,1092
66,907
67,676
68,469
69,252
70,190
71,93
72,8
73,0
74,0
