midpoint,sim_74_n_sig
25,1736
26,1806
27,1842
28,1868
29,1906
30,12
31,15
32,261
33,618
34,781
35,1001
36,1198
37,1348
38,1411
39,1516
40,1592
41,1657
42,1683
43,1710
44,1734
45,1751
46,1780
47,1786
48,1794
49,1800
50,1793
51,1791
52,1793
53,1798
54,1776
55,1774
56,1765
57,1753
58,1717
59,1685
60,1653
61,1592
62,1535
63,1454
64,1352
65,1178
66,905
67,479
68,238
69,0
70,0
71,0
72,0
73,0
74,0
