midpoint,sim_57_n_sig
25,1693
26,1819
27,1855
28,1888
29,1900
30,1916
31,1937
32,5
33,20
34,79
35,698
36,1086
37,1275
38,1389
39,1500
40,1567
41,1625
42,1660
43,1701
44,1740
45,1752
46,1758
47,1766
48,1776
49,1779
50,1772
51,1777
52,1765
53,1754
54,1748
55,1728
56,1718
57,1707
58,1682
59,1652
60,1587
61,1539
62,1447
63,1324
64,1334
65,1261
66,1134
67,1008
68,873
69,763
70,671
71,591
72,488
73,366
74,0
