midpoint,sim_53_n_sig
25,1723
26,1776
27,1840
28,0
29,63
30,401
31,644
32,741
33,1004
34,1139
35,1189
36,1277
37,1400
38,1466
39,1528
40,1543
41,1604
42,1617
43,1644
44,1673
45,1717
46,1733
47,1738
48,1755
49,1757
50,1748
51,1753
52,1746
53,1747
54,1750
55,1736
56,1704
57,1678
58,1663
59,1623
60,1577
61,1508
62,1453
63,1352
64,1201
65,1077
66,915
67,723
68,491
69,144
70,108
71,8
72,1
73,0
74,0
