midpoint,sim_10_n_sig
25,25
26,52
27,132
28,154
29,207
30,356
31,520
32,625
33,686
34,977
35,1151
36,1298
37,1422
38,1502
39,1575
40,1604
41,1634
42,1667
43,1705
44,1731
45,1745
46,1762
47,1772
48,1766
49,1770
50,1763
51,1771
52,1766
53,1761
54,1731
55,1716
56,1701
57,1693
58,1658
59,1633
60,1572
61,1533
62,1440
63,1323
64,1310
65,1196
66,1075
67,937
68,750
69,484
70,253
71,0
72,2
73,0
74,0
