midpoint,sim_42_n_sig
25,1765
26,1828
27,1857
28,0
29,63
30,221
31,504
32,835
33,959
34,1037
35,1198
36,1327
37,1411
38,1461
39,1525
40,1570
41,1620
42,1647
43,1684
44,1713
45,1731
46,1732
47,1735
48,1766
49,1762
50,1757
51,1757
52,1748
53,1755
54,1746
55,1734
56,1717
57,1693
58,1649
59,1616
60,1585
61,1560
62,1478
63,1425
64,1375
65,1276
66,1124
67,1024
68,887
69,406
70,231
71,38
72,0
73,0
74,0
