midpoint,sim_12_n_sig
25,0
26,1
27,19
28,55
29,61
30,409
31,476
32,616
33,857
34,968
35,1058
36,1233
37,1392
38,1502
39,1554
40,1591
41,1652
42,1671
43,1685
44,1707
45,1731
46,1754
47,1763
48,1768
49,1771
50,1777
51,1786
52,1781
53,1770
54,1758
55,1744
56,1717
57,1693
58,1678
59,1627
60,1579
61,1529
62,1504
63,1455
64,1351
65,1264
66,1168
67,1082
68,853
69,746
70,566
71,165
72,0
73,0
74,0
