midpoint,sim_58_n_sig
25,1750
26,1772
27,1837
28,1
29,1
30,94
31,364
32,625
33,836
34,1065
35,1215
36,1331
37,1444
38,1491
39,1549
40,1597
41,1623
42,1647
43,1654
44,1664
45,1693
46,1718
47,1709
48,1723
49,1734
50,1723
51,1729
52,1727
53,1734
54,1719
55,1719
56,1704
57,1680
58,1663
59,1633
60,1599
61,1518
62,1441
63,1348
64,1248
65,930
66,696
67,490
68,17
69,0
70,0
71,0
72,0
73,0
74,0
