midpoint,sim_95_n_sig
25,1747
26,1813
27,1839
28,1871
29,66
30,112
31,394
32,679
33,840
34,985
35,1119
36,1270
37,1353
38,1450
39,1534
40,1586
41,1623
42,1681
43,1718
44,1735
45,1758
46,1774
47,1794
48,1794
49,1793
50,1796
51,1797
52,1790
53,1777
54,1776
55,1769
56,1742
57,1720
58,1672
59,1633
60,1577
61,1535
62,1460
63,1384
64,1259
65,1100
66,785
67,597
68,298
69,115
70,47
71,0
72,0
73,0
74,0
