midpoint,sim_87_n_sig
25,1747
26,1820
27,1875
28,1892
29,1907
30,1913
31,1920
32,1937
33,106
34,374
35,925
36,1169
37,1349
38,1433
39,1506
40,1573
41,1641
42,1674
43,1702
44,1733
45,1758
46,1763
47,1766
48,1770
49,1784
50,1777
51,1775
52,1764
53,1742
54,1732
55,1731
56,1688
57,1665
58,1620
59,1583
60,1555
61,1503
62,1476
63,1406
64,1278
65,1261
66,1180
67,987
68,786
69,468
70,271
71,37
72,5
73,2
74,0
