midpoint,sim_22_n_sig
25,1698
26,1725
27,1789
28,1838
29,1895
30,1914
31,1935
32,7
33,237
34,770
35,943
36,1063
37,1172
38,1301
39,1436
40,1528
41,1595
42,1628
43,1668
44,1689
45,1731
46,1752
47,1774
48,1771
49,1773
50,1780
51,1785
52,1777
53,1771
54,1753
55,1718
56,1709
57,1681
58,1665
59,1624
60,1549
61,1473
62,1383
63,1280
64,1138
65,945
66,549
67,76
68,4
69,5
70,0
71,0
72,0
73,0
74,0
