midpoint,sim_56_n_sig
25,1787
26,1832
27,1850
28,1881
29,0
30,0
31,142
32,429
33,670
34,945
35,1133
36,1337
37,1440
38,1518
39,1560
40,1623
41,1653
42,1696
43,1732
44,1740
45,1750
46,1750
47,1765
48,1784
49,1775
50,1773
51,1771
52,1785
53,1775
54,1764
55,1744
56,1725
57,1709
58,1677
59,1654
60,1590
61,1538
62,1461
63,1337
64,1225
65,1132
66,1017
67,795
68,283
69,78
70,0
71,0
72,0
73,0
74,0
