midpoint,sim_38_n_sig
25,1768
26,1775
27,1
28,8
29,130
30,323
31,535
32,684
33,861
34,1030
35,1131
36,1216
37,1341
38,1442
39,1510
40,1573
41,1620
42,1659
43,1702
44,1708
45,1729
46,1757
47,1757
48,1763
49,1767
50,1765
51,1767
52,1757
53,1755
54,1752
55,1743
56,1727
57,1728
58,1691
59,1649
60,1628
61,1587
62,1481
63,1447
64,1333
65,1216
66,1083
67,826
68,691
69,358
70,2
71,1
72,1
73,0
74,0
