midpoint,sim_65_n_sig
25,1715
26,1801
27,1848
28,1872
29,15
30,24
31,40
32,152
33,201
34,409
35,824
36,1083
37,1251
38,1388
39,1507
40,1574
41,1640
42,1671
43,1716
44,1765
45,1764
46,1767
47,1769
48,1780
49,1785
50,1779
51,1779
52,1783
53,1776
54,1771
55,1759
56,1739
57,1733
58,1722
59,1673
60,1660
61,1596
62,1540
63,1456
64,1356
65,1284
66,1184
67,989
68,817
69,572
70,102
71,1
72,1
73,0
74,0
