midpoint,sim_89_n_sig
25,2
26,18
27,53
28,110
29,161
30,344
31,599
32,831
33,975
34,1111
35,1210
36,1282
37,1407
38,1473
39,1538
40,1578
41,1618
42,1656
43,1669
44,1718
45,1744
46,1765
47,1769
48,1769
49,1771
50,1791
51,1777
52,1781
53,1777
54,1755
55,1747
56,1748
57,1711
58,1680
59,1653
60,1621
61,1573
62,1533
63,1485
64,1395
65,1277
66,1122
67,1005
68,841
69,563
70,274
71,132
72,6
73,0
74,0
