midpoint,sim_55_n_sig
25,1779
26,1836
27,1867
28,1897
29,0
30,75
31,118
32,239
33,603
34,866
35,1126
36,1295
37,1412
38,1517
39,1575
40,1621
41,1668
42,1698
43,1718
44,1746
45,1759
46,1774
47,1763
48,1769
49,1773
50,1765
51,1776
52,1781
53,1765
54,1747
55,1732
56,1733
57,1707
58,1667
59,1632
60,1576
61,1500
62,1425
63,1361
64,1290
65,1126
66,890
67,631
68,498
69,193
70,34
71,11
72,6
73,0
74,0
