midpoint,sim_78_n_sig
25,1783
26,1794
27,1830
28,1859
29,1
30,12
31,396
32,736
33,987
34,1165
35,1277
36,1359
37,1460
38,1504
39,1537
40,1596
41,1646
42,1667
43,1701
44,1727
45,1737
46,1748
47,1751
48,1769
49,1760
50,1770
51,1760
52,1751
53,1740
54,1734
55,1717
56,1711
57,1664
58,1659
59,1627
60,1585
61,1567
62,1522
63,1464
64,1386
65,1272
66,1119
67,938
68,690
69,445
70,258
71,61
72,0
73,0
74,0
