midpoint,sim_8_n_sig
25,1812
26,1
27,96
28,119
29,345
30,550
31,878
32,1022
33,1148
34,1271
35,1376
36,1412
37,1482
38,1534
39,1577
40,1641
41,1648
42,1679
43,1719
44,1733
45,1757
46,1788
47,1783
48,1806
49,1806
50,1814
51,1815
52,1814
53,1794
54,1796
55,1779
56,1755
57,1727
58,1694
59,1652
60,1601
61,1544
62,1464
63,1370
64,1269
65,1130
66,1006
67,874
68,636
69,433
70,189
71,6
72,0
73,0
74,0
