midpoint,sim_93_n_sig
25,0
26,5
27,79
28,159
29,230
30,274
31,339
32,472
33,584
34,695
35,850
36,1081
37,1210
38,1388
39,1514
40,1577
41,1642
42,1678
43,1717
44,1736
45,1775
46,1792
47,1804
48,1812
49,1800
50,1800
51,1795
52,1788
53,1764
54,1752
55,1734
56,1715
57,1685
58,1652
59,1631
60,1588
61,1508
62,1418
63,1327
64,1265
65,1146
66,950
67,814
68,652
69,189
70,0
71,0
72,0
73,0
74,0
