midpoint,sim_39_n_sig
25,1715
26,1780
27,2
28,3
29,2
30,103
31,581
32,641
33,785
34,951
35,1115
36,1219
37,1343
38,1420
39,1518
40,1569
41,1612
42,1654
43,1702
44,1731
45,1740
46,1755
47,1758
48,1771
49,1782
50,1767
51,1768
52,1772
53,1763
54,1746
55,1737
56,1729
57,1696
58,1655
59,1620
60,1585
61,1499
62,1414
63,1359
64,1272
65,1119
66,965
67,789
68,668
69,489
70,416
71,53
72,0
73,0
74,0
