midpoint,sim_92_n_sig
25,1809
26,1824
27,3
28,7
29,8
30,286
31,596
32,832
33,1068
34,1176
35,1297
36,1368
37,1430
38,1519
39,1586
40,1613
41,1651
42,1691
43,1717
44,1738
45,1754
46,1768
47,1786
48,1775
49,1775
50,1783
51,1767
52,1768
53,1768
54,1750
55,1743
56,1705
57,1685
58,1659
59,1628
60,1585
61,1497
62,1379
63,1213
64,1045
65,840
66,693
67,504
68,79
69,0
70,0
71,0
72,0
73,0
74,0
